chrom	w_start	w_end	symbol
chr22	41105126	42113631	L3MBTL2-AS1
chr1	159813173	160828739	NCSTN
chr1	232586357	233619628	NTPCR
chr15	74422899	75488365	EDC3
chr2	119559801	120624727	C2orf76
chr12	50818798	51826291	METTL7A
chr19	41887251	42934293	ARHGEF1
chr10	100656627	101690381	GOT1
chr16	2232524	3259031	KCTD5
chr17	45310602	46323488	TBX21
chr6	151225897	152273261	RMND1
chr15	41074895	42105536	OIP5-AS1
chr8	28690581	29708201	DUSP4
chr17	13472821	14611994	COX10
chr19	7886380	8888224	RPS28
chr7	7508427	8628710	GLCCI1
chr22	23629153	24680196	SMARCB1
chr19	48051103	49114074	PLA2G4C
chr1	155524573	156528297	LAMTOR2
chr19	56450698	57488714	ZNF667
chr8	37200786	38207379	BRF2
chr9	94472489	95555979	IARS1
chr3	87608405	88693810	ZNF654
chr5	145083168	146168786	RBM27
chr11	117772321	118780562	ATP5MG
chr19	57644536	58655409	ZNF211
chr16	57783840	58817740	CCDC113
chr11	63511951	64514415	PPP1R14B
chr10	11462021	12585169	UPF2
chr2	85833358	86869280	PTCD3
chr17	20931571	21954941	LINC02693
chr6	27592387	28597860	ZSCAN16
chr3	15798568	16806450	DPH3
chr1	234794498	235824565	RBM34
chr1	116557156	117613648	CD58
chr12	116647976	117675874	SPRING1
chr6	117303837	118391021	DCBLD1
chr7	24237974	25297558	GSDME
chr22	30418786	31442728	SEC14L6
chr3	32929828	33981897	UBP1
chr15	51543794	52608560	TMOD2
chr2	151766416	152838686	RIF1
chr13	48563099	49610031	RCBTB2
chr16	2208390	3223440	ERVK13-1
chr22	42022501	43026812	CYP2D6
chr9	85738058	86759038	IDNK
chr6	24205089	25219382	C6orf62
chr1	262971	1294826	LINC01128
chr20	36549235	37564020	SNHG17
chr14	103300574	104311362	EIF5
chr9	107956822	109038910	TMEM38B
chr9	130945703	131958675	SET
chr3	122285872	123380951	PDIA5
chr11	95023662	96065857	CEP57
chr7	29568028	30670099	PLEKHA8
chr3	99479836	100544082	TBC1D23
chr7	37881178	38918238	TRG-AS1
chr11	60697596	61714205	SDHAF2
chr14	49734871	50753103	KLHDC2
chr1	146126685	147144049	PRKAB2
chr17	7762140	8780022	KRBA2
chr3	2691317	3721401	CRBN
chr17	75852859	76857006	SOCS3
chr13	113645336	114704544	TMCO3
chr17	10075791	11100850	SCO1
chr11	116583	1124955	CDHR5
chr6	166835601	167870038	RNASET2
chr8	60814730	61826377	LINC01301
chr4	1970833	3017584	RNF4
chr5	138245892	139275214	DNAJC18
chr21	42292485	43331141	MX1
chr15	88920525	89938775	HAPLN3
chr1	154732659	155743295	CLK2
chr2	112739733	113799316	TTL
chr22	30181106	31185494	CASTOR1
chr17	25121140	26142952	WSB1
chr9	32752469	33764706	BAG1
chr7	90393748	91400641	FZD1
chr19	18996652	20119741	GATAD2A
chr2	240875080	241907493	GPC1
chr2	73489340	74507230	DUSP11
chr14	91423852	92476898	PPP4R3A
chr22	41696683	42728168	CCDC134
chr17	39753429	40764732	DHX58
chr6	42639007	43649244	SRF
chr1	70320494	71333706	HHLA3
chr2	28115725	29140184	FOSL2
chr9	32040542	33052584	TOPORS
chr9	127497132	128503622	HSPA5
chr19	50361734	51368896	NAPSA
chr2	191013621	192057492	NAB1
chr11	64582337	65589888	CDC42EP2
chr3	14969105	15984120	EAF1
chr14	105453223	106455284	CRIP1
chr8	73421099	74460358	TERF1
chr19	18674803	19723839	SLC25A42
chr3	121796497	122857894	PARP15
chr19	43770685	44785125	KCNN4
chr1	149744687	150753335	C1orf54
chr10	11002509	12153649	USP6NL
chr11	17601839	18627629	SAAL1
chr22	40242504	41283531	ADSL
chr3	135555078	136971220	STAG1
chr3	110761044	111884843	CD96
chr3	130600515	131607674	NUDT16
chr17	7261321	8265600	CYB5D1
chr4	150685587	152436879	LRBA
chr9	98712451	99753618	HABP4
chr17	38016904	39020989	GJD3
chr7	156831750	158880515	PTPRN2
chr5	67011584	68097649	PIK3R1
chr5	78772539	79787085	MTX3
chr5	51583750	52755039	ITGA1
chr9	113812002	114861927	PTGR1
chr15	40528085	41547452	RMDN3
chr6	118715316	119730336	ASF1A
chr11	63585593	64589283	PRDX5
chr4	146596870	147612687	LSM6
chr3	119611140	120669839	FSTL1
chr7	1893721	2920380	EIF3B
chr8	8140864	9251140	MFHAS1
chr3	37529469	38548676	VILL
chr7	44539345	45616069	CCM2
chr10	104347774	105453029	NT5C2
chr8	37120064	38137286	PLPBP
chr3	42520803	43599207	GASK1A
chr13	19897622	20937789	ZMYM5
chr3	86776459	87804706	CHMP2B
chr3	42324400	43345982	HIGD1A
chr1	160587895	161595235	NIT1
chr1	16812453	17838423	ATP13A2
chr16	265118	1269655	METRN
chr9	125383548	126530865	STRBP
chr1	84983765	86014183	MCOLN3
chr2	46643005	47803262	TTC7A
chr2	19732411	20751389	LAPTM4A
chr3	128497675	129525029	HMCES
chr14	73916629	74930373	COQ6
chr14	24108174	25110800	EMC9
chr11	46222581	47227462	ZNF408
chr4	109041732	110051640	RPL34
chr12	110390291	111406526	GPN3
chr2	19596392	20601744	TTC32
chr16	56399119	57449762	SLC12A3
chr10	105513931	106527213	GSTO1
chr7	1943246	2988119	CHST12
chr10	30222950	31250762	MAP3K8
chr17	29764026	30828057	SUZ12
chr8	17280497	18387457	PCM1
chr18	9954632	10989946	APCDD1
chr6	108916366	109995621	CEP57L1
chr17	79376146	80385611	MAFG
chr17	4371292	5390970	CAMTA2
chr2	238646908	239648679	HES6
chr3	126848028	127891645	PODXL2
chr17	1114798	2119566	MIR22HG
chr8	58823920	59864060	UBXN2B
chr1	53208036	54293742	LRP8
chr2	203137899	204236489	ICA1L
chr12	95866440	96890122	HAL
chr12	123920173	124957378	CCDC92
chr7	75591026	76635308	DTX2
chr18	2912007	3959976	TGIF1
chr14	24158355	25164647	TM9SF1
chr17	55438604	56532773	CUEDC1
chr1	181847233	182860925	GLUL
chr7	75456116	76488308	YWHAG
chr14	20423385	21425926	APEX1
chr16	1326713	2332572	SPSB3
chr10	11365355	12414276	PROSER2
chr1	3189313	4192520	SMIM1
chr1	219767474	220821383	IARS2
chr1	23980658	25013779	IFNLR1
chr1	1823280	2836875	RER1
chr19	57553206	58571231	ZNF550
chr19	58045393	59065999	ZSCAN1
chr1	37455594	38480367	MEAF6
chr7	65040806	66058563	ASL
chr11	67258571	68271567	UNC93B1
chr14	32046510	33128934	ARHGAP5
chr19	58378990	59392397	ZNF837
chr22	39026777	40048685	CBX7
chr18	11481506	12530876	IMPA2
chr14	102314619	103329227	CINP
chr16	68860331	69873467	COG8
chr1	169390470	170543836	KIFAP3
chr10	104114016	105124718	BORCS7
chr10	73475770	74495618	ANAPC16
chr11	61914320	62920774	INTS5
chr8	28247912	29410787	HMBOX1
chr19	47277680	48278980	INAFM1
chr5	110978137	112254974	EPB41L4A
chr20	43920593	44940057	DNTTIP1
chr9	131343390	132352717	DOLPP1
chr4	105567032	106700960	TET2
chr3	168991184	170007504	MYNN
chr22	42511250	43511399	RNU12
chr15	24568755	26164609	SNHG14
chr6	27161814	28178001	LINC01012
chr12	12697315	13736383	FAM234B
chr10	76493399	77495715	COMTD1
chr4	108468704	109590088	LEF1
chr2	166104098	167150757	GALNT3
chr9	140000138	141009812	ARRDC1
chr6	32312986	33321481	TAP1
chr1	160641100	161647758	B4GALT3
chr10	75410979	76969048	ADK
chr2	219962579	220981173	STK11IP
chr11	61604920	62660884	ASRGL1
chr6	132635708	133638703	RPS12
chr16	18292617	19301656	RPS15A
chr9	130428344	131466501	CIZ1
chr11	120823023	122004472	SORL1
chr4	38324518	39359376	TLR6
chr12	113754545	114904130	RBM19
chr7	148628454	149658153	ZNF777
chr14	51792892	52936513	GNG2
chr12	133207213	134236051	ZNF10
chr2	108835938	109902265	RANBP2
chr8	53035018	54126995	RB1CC1
chr12	98487464	99500145	SLC25A3
chr11	8214899	9432498	DENND2B
chr7	87334430	88356291	SRI
chr9	96636851	97723324	MFSD14B
chr2	113964286	115014219	SLC35F5
chr3	166953509	168043357	SERPINI1
chr17	39345137	40348920	EIF1
chr19	12310015	13334746	TNPO2
chr11	124812777	125866161	FEZ1
chr21	29876705	30891670	RWDD2B
chr15	63888181	64936430	SNX1
chr19	16962264	17988151	PLVAP
chr17	47153233	48161189	NXPH3
chr1	200438518	201492842	KIF21B
chr21	18465971	19485219	BTG3
chr1	44186742	45320951	ERI3
chr9	126615744	127677721	PSMB7
chr1	192481384	193529206	UCHL5
chr12	56095963	57115753	RNF41
chr1	159585549	160613381	ATP1A2
chr1	244071796	245115362	ADSS2
chr11	10029434	11030723	MTRNR2L8
chr17	74230197	75233493	SRSF2
chr17	26184670	27190705	TMEM199
chr7	138525218	139608200	LUC7L2
chr1	10833255	11859631	UBIAD1
chr3	118798339	119808792	ADPRH
chr18	57067228	58071537	PMAIP1
chr19	49456482	50474307	ALDH16A1
chr16	310734	1318865	MSLN
chr6	30024486	31031500	PRR3
chr5	32085663	33104185	SUB1
chr22	28690548	29696557	XBP1
chr17	73272515	74275860	H3-3B
chr15	40628191	41636722	SPINT1-AS1
chr10	92422750	93544094	PCGF5
chr7	44288170	45309480	ZMIZ2
chr6	10223303	11231360	TMEM14C
chr1	185780784	186844385	TPR
chr22	18393833	19399601	DGCR6
chr15	75161720	76248156	SIN3A
chr10	10004513	11878674	CELF2
chr1	52338501	53370095	ORC1
chr4	39000375	40029059	UGDH
chr9	139481437	140503635	MAN1B1
chr17	79345711	80349463	ALYREF
chr2	202999692	204134480	FAM117B
chr17	4236635	5301356	MINK1
chr1	8660364	9689161	GPR157
chr1	226048392	227095794	PARP1
chr19	57933250	58946770	ZNF418
chr3	48284019	49385307	PRKAR2A
chr22	46580307	47634149	CERK
chr4	6209428	7211592	MRFAP1L1
chr1	37978406	38990492	UTP11
chr8	100662864	101666231	POLR2K
chr12	70136798	71248773	CNOT2
chr1	192185265	193185813	RPS27AP5
chr2	57886378	58968515	FANCL
chr1	21851684	22857717	LINC00339
chr8	48185672	49372696	PRKDC
chr1	39861100	40867589	MYCL
chr4	158545626	159594177	GASK1B
chr14	54808735	55869544	GCH1
chr14	20425840	21429593	PIP4P1
chr7	43654279	44663147	POLD2
chr10	93306449	94550835	CPEB3
chr17	64873397	66193372	PITPNC1
chr9	34556061	35572622	VCP
chr19	12347920	13359137	GET3
chr11	0	1007242	RNH1
chr12	56606211	57619083	NACA
chr11	10094642	11215302	IRAG1
chr3	113512875	114529135	TIGIT
chr6	87682692	88722054	SLC35A1
chr16	271146	1272590	ANTKMT
chr13	78688424	79733290	OBI1
chr16	8268474	9378427	ABAT
chr7	148669787	149694900	ZNF746
chr8	21977931	23026634	BIN3
chr1	179309111	180346938	TOR1AIP2
chr1	23131181	24170777	HNRNPR
chr19	1485447	2515713	BTBD2
chr4	56219814	57271252	EXOC1
chr19	55496555	56498933	NAT14
chr6	169651718	170681696	ERMARD
chr2	38470741	39478636	SRSF7
chr16	29253784	30257311	C16orf54
chr10	103366246	104380125	LDB1
chr1	171910597	172913209	PIGC
chr5	178541179	179561785	HNRNPH1
chr4	70086885	71126338	SULT1B1
chr5	137589114	138770723	CTNNA1
chr1	150480925	151508189	PRUNE1
chr14	39144458	40152424	PNN
chr8	108955853	110001425	EMC2
chr1	58446391	59512398	OMA1
chr21	47378804	48491139	DIP2A
chr17	6976143	7982324	EIF4A1
chr18	18730862	19784735	ABHD3
chr16	88784111	89803549	ZNF778
chr19	58562933	59566472	CHMP2A
chr12	3418027	4482565	PARP11
chr11	7508884	8523399	EIF3F
chr12	71503379	72557628	ZFC3H1
chr9	139243861	140245476	PHPT1
chr17	37796790	38828424	CASC3
chr1	71361626	73248222	NEGR1
chr11	46139103	47196068	ATG13
chr11	124433201	125460412	SLC37A2
chr19	58524897	59554085	ZBTB45
chr2	227689967	228722552	MFF
chr2	85045150	86055112	TGOLN2
chr14	76748076	77753067	VASH1-AS1
chr20	34905850	35991941	SOGA1
chr1	114435412	115553824	TRIM33
chr3	49254262	50257117	AMIGO3
chr13	30692057	31734903	USPL1
chr16	74205753	75234760	MLKL
chr5	177950805	178962065	ZNF879
chr10	112158488	113179124	BBIP1
chr11	113168597	114246294	USP28
chr14	22852431	23856887	REM2
chr2	16230727	17347102	CYRIA
chr1	206444118	207516326	IL19
chr8	145079091	146082132	FBXL6
chr5	149570354	150580624	RBM22
chr20	5231047	6345041	SHLD1
chr22	43006756	44025718	BIK
chr19	44917582	45922603	APOC1
chr16	86860593	87925727	FBXO31
chr16	11570591	13168144	SNX29
chr17	37260021	38264173	NEUROD2
chr7	6155241	7163921	ZNF853
chr5	171885732	172896774	RPL26L1
chr10	71407045	72430270	SAR1A
chr5	76796346	78090522	AP3B1
chr4	41910390	43159122	ATP8A1
chr17	46120017	47122471	HOXB2
chr7	151074127	152076308	PRKAG2-AS1
chr19	4705519	5840823	PTPRS
chr14	24279346	25281244	LTB4R2
chr18	53764440	54805823	TXNL1
chr10	75045364	76061551	ZSWIM8
chr12	128777739	129808503	SLC15A4
chr4	122237599	123245038	CCNA2
chr19	58573299	59584940	MZF1
chr10	114938953	115990668	CASP7
chr2	61615526	62863193	COMMD1
chr1	26613545	27627150	PIGV
chr8	145203365	146227504	PPP1R16A
chr3	167226477	168313712	GOLIM4
chr5	122180586	123259536	CEP120
chr1	26748234	27773362	NUDC
chr7	154235400	155294834	PAXIP1
chr14	54390279	55408092	CNIH1
chr15	42367804	43513196	STARD9
chr19	53524268	54583523	ZNF331
chr19	47224081	48235924	BBC3
chr3	9432294	10436033	JAGN1
chr7	87005808	88038868	DBF4
chr16	74827608	75967401	CFDP1
chr22	22665315	23665783	IGLV2-8
chr20	60218825	61257570	SS18L1
chr6	34345239	35355848	TAF11
chr18	59882774	61147666	PHLPP1
chr2	86511728	87535519	CD8A
chr1	99935552	101001190	SLC35A3
chr10	95662298	96796089	TBC1D12
chr11	65264016	66269628	EIF1AD
chr17	77825630	78888968	RNF213-AS1
chr2	208630979	209723470	PIKFYVE
chr2	85322868	86324831	RNF181
chr14	92082467	93088050	NDUFB1
chr5	64359123	65383376	PPWD1
chr11	46987489	48087091	CELF1
chr2	10210880	11330101	NOL10
chr19	19278962	20294315	ZNF101
chr7	100361446	101367471	ZNHIT1
chr12	51174822	52218452	BIN2
chr16	2662587	3670518	ZNF205
chr19	2367333	3383443	ZNF556
chr3	156044142	157263918	LEKR1
chr17	19412672	20722339	SPECC1
chr22	50213408	51246075	PLXNB2
chr10	22105317	23109235	COMMD3
chr5	177076464	178080886	NHP2
chr2	113375548	114391591	IL1RN
chr1	150875200	151931970	POGZ
chr6	48931083	49960820	CENPQ
chr1	174626122	175662123	KIAA0040
chr11	87526760	88570904	CTSC
chr11	73083712	74087891	COA4
chr15	79753234	80763538	BCL2A1
chr6	21093982	22098850	SOX4
chr13	99758944	101061698	CLYBL
chr1	151455391	152466335	S100A10
chr16	29710576	30715631	SULT1A3
chr14	24336117	25348810	NFATC4
chr17	79883201	80884480	HEXD-IT1
chr6	99490263	100516690	CCNC
chr12	55646247	56711508	SARNP
chr18	12717681	14152753	LDLRAD4
chr19	17134110	18164652	NIBAN3
chr11	64363686	65379334	VPS51
chr15	51621850	52707922	TMOD3
chr3	112140052	113193950	CD200R1
chr4	190362027	191384347	FRG1
chr9	139946331	140947007	MRPL41
chr21	42929303	43945029	ZNF295-AS1
chr4	0	1033989	PIGG
chr11	8486222	9497830	TMEM9B-AS1
chr15	49650435	50911430	ATP8B4
chr19	23716251	24812770	ZNF254
chr19	46677573	47720371	PRKD2
chr4	165628713	166744308	KLHL2
chr16	14029558	15224117	PARN
chr1	15768364	16802596	ZBTB17
chr14	23351196	24377482	MYH6
chr15	90044556	91125423	ZNF710
chr19	9926888	10944205	RAVER1
chr15	81834119	82838359	MEX3B
chr2	204071362	205103635	CD28
chr1	156049515	157057511	TTC24
chr4	48333105	49363832	OCIAD1
chr1	179351420	180389211	TOR1AIP1
chr6	167025283	168052629	CCR6
chr19	33293727	34295963	CEBPA-DT
chr3	49830263	50836836	HYAL3
chr15	84644240	85666947	ZSCAN2
chr3	135367759	136415177	MSL2
chr3	183033710	184043365	MAP6D1
chr17	79348666	80358409	ANAPC11
chr1	40981269	41987397	SLFNL1
chr6	24167305	25205274	ACOT13
chr1	153692648	154743986	UBAP2L
chr7	37388199	38439999	NME8
chr1	143798164	144841756	LINC00623
chr6	26134611	27159974	ZNF322
chr20	30719427	31761743	C20orf203
chr12	132764173	133781571	PXMP2
chr19	48958132	49965055	BAX
chr1	52568043	53574723	GPX7
chr12	109937235	110977568	ANKRD13A
chr15	40115893	41118916	INAFM2
chr6	83102109	84275560	UBE3D
chr3	9487226	10494092	PRRT3
chr3	156299630	157306336	LINC02029
chr22	39416564	40418691	ATF4
chr21	42982986	44063106	UMODL1
chr6	170344208	171362395	PSMB1
chr1	202409953	203427700	ADIPOR1
chr1	204771191	205790873	NUAK2
chr2	68194717	69307294	APLF
chr3	184500749	185706882	MAP3K13
chr3	44403404	45407156	TMEM42
chr7	142513204	143549176	CLCN1
chr20	61871129	62875403	SLC2A4RG
chr5	0	718268	CCDC127
chr22	49854420	50857720	PIM3
chr12	38210576	39223523	ALG10B
chr1	155530951	156540295	RAB25
chr17	38210021	39221724	CCR7
chr16	13895238	14924919	MIR193BHG
chr11	106873453	107936461	ALKBH8
chr12	56118126	57123638	NABP2
chr7	99532905	100534120	PPP1R35
chr2	28704164	29775096	TOGARAM2
chr16	18316182	19437730	SMG1
chr1	99669526	100732191	FRRS1
chr19	46841424	47854103	AP2S1
chr1	212399495	213465119	NSL1
chr19	6272719	7357372	VAV1
chr19	53238634	54258126	ZNF677
chr12	82580685	84028645	TMTC2
chr13	39417029	40677330	LHFPL6
chr1	205077071	206101139	ELK4
chr17	11424194	12547145	MAP2K4
chr17	41515629	42516330	LINC01976
chr11	32351473	33379666	PRRG4
chr4	82851743	83882330	ENOPH1
chr6	45597726	46614425	ENPP4
chr7	99471110	100497719	PILRA
chr3	193353937	194356521	HES1
chr12	55256759	56263063	OR6C75
chr12	520902	1599207	RAD52
chr11	71213910	72291588	NUMA1
chr16	66823335	67860644	KCTD19
chr3	32022804	33044344	CMTM6
chr12	101906618	102955902	WASHC3
chr7	30311033	31432002	MINDY4
chr1	155933519	156970567	MEF2D
chr2	26846683	27853680	ABHD1
chr4	47843546	48928218	SLAIN2
chr1	149322628	150323161	H2AC19
chr1	155778759	156808083	CCT3
chr2	165014441	166198586	COBLL1
chr3	46705860	47785606	KIF9-AS1
chr22	37745426	38785414	EIF3L
chr4	103498749	104520991	BDH2
chr3	183373165	184391402	DVL3
chr4	148038548	149057872	TMEM184C
chr9	139586071	140595193	TPRN
chr22	21811397	22837184	TOP3B
chr16	191828	1198474	MCRIP2
chr19	57252000	58274096	ZNF805
chr2	26774291	27793486	AGBL5
chr1	20415590	21445396	CDA
chr22	50183612	51189694	HDAC10
chr3	182915585	184030412	YEATS2
chr12	54174510	55180871	HNRNPA1
chr15	40636246	41650405	SPINT1
chr12	64298172	65344905	XPOT
chr14	105492920	106496535	TMEM121
chr16	75100277	76111779	GABARAPL2
chr8	24542204	25773227	DOCK5
chr8	30035583	31085363	GSR
chr16	279765	1290997	CIAO3
chr12	51916616	52953287	NR4A1
chr1	155541804	156552256	MEX3A
chr18	67456281	68497435	SOCS6
chr21	33606210	34644066	PAXBP1
chr1	202431001	203436385	CYB5R1
chr7	99831218	100895419	ZAN
chr20	33703751	34709016	SPAG4
chr15	63069804	64101325	APH1B
chr7	120488932	121536362	FAM3C
chr8	73702477	74706701	RPL7
chr5	57764865	60292113	PDE4D
chr7	98514362	99536421	PTCD1
chr15	72266671	73395328	ARIH1
chr5	1298499	2299951	MRPL36
chr12	15535321	16556412	STRAP
chr1	119073839	120183295	WARS2
chr2	36082921	37278278	CRIM1
chr5	139437853	140444183	APBB3
chr15	22392170	23506016	CYFIP1
chr3	195695654	196730639	RNF168
chr1	162031321	163071030	UAP1
chr21	33183329	34265321	URB1
chr8	144649979	145652428	CYC1
chr1	25370097	26395377	LDLRAP1
chr16	29190329	30210020	QPRT
chr17	27387565	28394055	ABHD15
chr9	139563210	140564503	LRRC26
chr17	6044380	7047861	TXNDC17
chr19	14193896	15222847	CLEC17A
chr19	1663932	2732577	DOT1L
chr13	36375775	37444317	SPART
chr8	21406442	22440036	DMTN
chr6	40540713	41570142	NFYA
chr19	46623725	47628346	PTGIR
chr2	203693117	204796892	ABI2
chr5	134279916	135288041	TIFAB
chr1	152846187	153848097	S100A12
chr19	12283284	13292694	DHPS
chr6	32884219	33885884	CUTA
chr1	241195678	242258944	KMO
chr10	121088952	122133093	MCMBP
chr1	226558317	227583799	PSEN2
chr16	67256973	68340463	RANBP10
chr7	141874849	142875517	MTRNR2L6
chr19	51348409	52369642	ETFB
chr13	74305581	75334113	LINC00402
chr3	50922722	51926828	MANF
chr19	10532869	11539315	YIPF2
chr9	16635038	18003921	CNTLN
chr14	55546925	56651302	KTN1
chr1	221374766	222415431	DUSP10
chr3	196736654	197800214	BDH1
chr20	44628269	45642198	ZNF334
chr16	84009961	85038265	MEAK7
chr2	27494586	28502600	MRPL33
chr10	59451278	60527654	IPMK
chr21	44785104	45907473	AGPAT3
chr17	79900462	80908628	CYBC1
chr11	59073613	60078251	MRPL16
chr17	7543790	8555722	PER1
chr6	41674545	42685599	MRPS10
chr7	26635713	27639877	HOTAIRM1
chr8	66014693	67046412	ARMC1
chr1	144709124	145789312	NOTCH2NLA
chr16	21150871	22163929	IGSF6
chr11	93017448	94048129	MED17
chr11	95585937	96623076	CCDC82
chr16	30113879	31122096	ZNF689
chr7	92361679	93490435	VPS50
chr10	11891546	13377545	CAMK1D
chr3	71923744	72995774	RYBP
chr7	5159678	6321294	RNF216
chr16	57533507	58555522	USB1
chr5	156193133	157322602	CYFIP2
chr19	17435591	18458791	JAK3
chr20	60462159	61463576	RPS21
chr17	30155460	31169192	C17orf75
chr2	197615582	198667243	ANKRD44-IT1
chr7	111563229	112617258	IFRD1
chr8	145446294	146480916	ZNF251
chr14	50838771	51871688	ABHD12B
chr2	54183464	55398583	SPTBN1
chr12	75384643	76405389	KRR1
chr19	45254529	46308542	MARK4
chr12	68188346	69226142	MDM1
chr5	63513975	64564518	SREK1IP1
chr4	74346528	75347841	PF4
chr17	61994372	63002984	DDX5
chr9	35316388	36328729	FAM221B
chr19	9445994	10460365	PIN1
chr3	27862538	28890315	AZI2
chr19	5861542	6870253	CLPP
chr19	40671810	41696556	NUMBL
chr7	126510097	127532762	ZNF800
chr15	74787904	75813836	SCAMP5
chr8	85657687	86696302	CA13
chr5	138177543	139205406	PAIP2
chr8	73706837	74737516	RDH10
chr1	149621836	150632260	PLEKHO1
chr1	303451	1312182	FAM41C
chr2	66850489	67942451	LINC01829
chr3	46399362	47404934	MYL3
chr11	66695965	67702872	RPS6KB2
chr17	26724799	27730097	DHRS13
chr5	137188374	138272716	KDM3B
chr6	13074506	14115390	SIRT5
chr20	2139041	3144862	IDH3B
chr19	12071998	13095630	ZNF709
chr11	124235328	125251367	ROBO3
chr1	53162496	54179869	CPT2
chr14	77683942	78727499	SNW1
chr9	27046544	28073864	C9orf72
chr19	50379714	51386645	NR1H2
chr5	54421673	55508163	SLC38A9
chr5	131711087	132799326	AFF4
chr19	11773911	12800686	ZNF136
chr22	45309574	46328389	RIBC2
chr10	111205317	112268139	ADD3-AS1
chr3	47981667	48985616	TMA7
chr6	73604551	74627289	DDX43
chr16	66704441	67709640	NOL3
chr20	0	780965	ZCCHC3
chr2	24214123	25493571	NCOA1
chr7	6117085	7129005	ZDHHC4
chr1	821091	1834715	CCNL2
chr19	44216685	45241421	ZNF227
chr4	90548545	93026446	CCSER1
chr3	112661565	113734003	SPICE1
chr17	76349059	77421469	TIMP2
chr7	73710490	74767901	GTF2IRD2
chr7	150435866	151474235	SMARCD3
chr16	1256196	2320352	MAPK8IP3
chr5	176934693	177990589	FAM153CP
chr19	139879	1144373	FGF22
chr16	2570369	3572384	TNFRSF12A
chr7	26693335	27696294	HOXA7
chr7	139872745	140894910	ADCK2
chr12	74431615	75439210	ATXN7L3B
chr15	33932875	35002297	KATNBL1
chr6	136052172	137071449	MTFR2
chr18	48056583	49111412	SMAD4
chr9	0	715750	DOCK8-AS1
chr20	32932523	33960659	GGT7
chr13	28774217	29793107	SLC46A3
chr5	79450471	80672634	MSH3
chr5	77573032	78781781	ARSB
chr12	53201244	54215394	AAAS
chr19	54917506	55924441	NCR1
chr19	3277971	4301797	MATK
chr10	74427877	75504262	FAM149B1
chr8	54458927	55514507	LYPLA1
chr16	74405260	75519021	WDR59
chr9	100461280	101517931	TBC1D2
chr8	21798591	22898638	PPP3CC
chr3	51467445	52475920	RRP9
chr19	13375336	14385096	MRI1
chr7	91734235	92965887	CDK6
chr1	92438600	93452482	GFI1
chr3	107343911	108357457	LINC01215
chr7	142588222	143605949	EPHA1
chr1	202476502	203493976	TMEM183A
chr11	66851283	67854124	GSTP1
chr15	74712132	75730414	COX5A
chr1	45476723	46488562	PRDX1
chr12	132845500	133905667	GOLGA3
chr8	98966861	100454838	STK3
chr10	131362160	132409094	C10orf143
chr15	77959810	79026907	ACSBG1
chr11	64308405	65312300	SAC3D1
chr3	124747702	125814341	OSBPL11
chr7	29824213	30907305	ZNRF2
chr11	116570010	117578181	TAGLN
chr22	35195268	36243966	TOM1
chr14	60938159	61948408	TRMT5
chr20	58008834	59023735	FAM217B
chr7	138525218	139531074	FMC1
chr2	23471534	24649993	ATAD2B
chr5	149658319	150676296	SMIM3
chr13	39112448	40124246	NHLRC3
chr16	89515163	90534468	DEF8
chr2	69877017	70918151	C2orf42
chr9	81686880	82841797	TLE4
chr15	43569284	44588287	SERF2
chr13	100755879	101827049	TMTC4
chr19	7978189	9003901	MARCHF2
chr20	36111423	37161858	TTI1
chr17	3327167	4367731	ATP2A3
chr1	153016097	154018282	S100A4
chr6	36435911	37454327	MTCH1
chr9	138770023	139794622	SNAPC4
chr7	101889446	102991170	FAM185A
chr17	65917422	66953637	WIPI1
chr17	30177176	31208904	ZNF207
chr9	131357073	132373072	CRAT
chr10	73627098	74885837	MICU1
chr19	7087510	8098895	MCOLN1
chr19	18045198	19048943	ISYNA1
chr2	74152962	75169064	RTKN
chr12	28990285	30034105	ERGIC2
chr8	21277173	22364096	XPO7
chr4	76067970	77149621	G3BP2
chr2	74182214	75185071	INO80B
chr17	26475364	27489212	SDF2
chr1	160265964	161298045	LY9
chr12	64607229	65653186	GNS
chr10	74634859	75673816	ANXA7
chr2	160125139	161154719	CD302
chr7	5869042	6888598	FAM220A
chr16	70195107	71219956	MTSS2
chr20	25093571	26104650	NANP
chr11	73541361	74609478	PGM2L1
chr2	171347333	172587803	TLK1
chr1	52650121	53664019	COA7
chr5	115283194	116307369	SEMA6A-AS1
chr1	117648670	118671011	TENT5C
chr19	7080989	8085911	ZNF358
chr11	46876411	47900098	SPI1
chr1	84444949	85464035	RPF1
chr9	111129797	112196404	ELP1
chr3	185264103	186326878	ETV5
chr12	110428888	111439916	VPS29
chr10	111757665	112771291	DUSP5
chr1	23628375	24651919	HMGCL
chr17	7089389	8106820	WRAP53
chr12	6841249	7871170	PEX5
chr1	248632423	249643716	ZNF672
chr20	62084737	63088338	UCKL1-AS1
chr17	80193491	81209072	FN3K
chr19	36104611	37105777	POLR2I
chr1	151232123	152235972	MRPL9
chr2	170155381	171168574	SSB
chr14	22533807	23558130	DAD1
chr2	101369348	102386778	CNOT11
chr6	17887581	18969101	RNF144B
chr3	4521122	5527008	BHLHE40
chr9	135266736	136320003	TSC1
chr20	61652094	62653559	PPDPF
chr16	71618756	72628277	TXNL4B
chr2	85747339	86833009	POLR1A
chr20	39226634	40266640	PLCG1-AS1
